I240189,27/09/2023,Quetta,Quetta Cantt,Cantt_P1," 1,108 ", 554 , 570 , 24 , 26 , 520 ,,LIVE - 100% Completed,100%,554," 31,883,343 "," 4,782,501.5 "," 27,100,841.7 ",-1,,0.5," 10,028 "," 6,538 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240189,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240189,27/09/2023,Quetta,Quetta Cantt,Cantt_P2," 4,717 "," 2,359 ", 805 , 25 , 18 , 764 ,,LIVE - 100% Completed,100%,2358.5," 90,886,442 "," 13,632,966.3 "," 77,253,475.7 ",-0.5,,0.5," 24,616 "," 32,429 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240189,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240678,16/05/2024,Sialkot,Sialkot,Capital Rd & Model Town Ext, 358 , 143 ,, 27 , 19 , 166 ," Updated 385 HP, but Rizwan colony in Not lived yet ",LIVE - 100% Completed,100%,143.2," 2,125,685 "," 318,852.7 "," 1,806,832.2 ",-1,,0.4, -   ," 3,724 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240678,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00437,29/12/2022,Lahore,Lahore Misc Areas,Cavalry Ext Aerial," 1,792 ", 896 ,,,,,,LIVE - 100% Completed,100%,896," 8,882,246 "," 1,332,336.9 "," 7,549,909.0 ",-1,,0.5, -   ," 16,083 ",Arial,15%,LIVE,Arial,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00437,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00437,29/12/2022,Lahore,Lahore Misc Areas,Cavalry Ext Hybrid," 1,792 ", 896 ,,,,,,LIVE - 100% Completed,100%,896," 19,687,880 "," 2,953,182.0 "," 16,734,698.1 ",0,,0.5," 3,539 "," 16,083 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00437,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240540,28/02/2024,Mardan,Mardan Ph2,Center Colony, 288 , 115 , 288 , 61 , 56 , 4 , 1 ,,100%,115.2," 5,039,999 "," 755,999.8 "," 4,283,999.0 ",-1,,0.4, 787 ," 6,114 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240540,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240440,19/01/2024,Lahore,Al Jalil & Al khalil LHE,Central Park Housing-P1," 1,526 ", 610 ,,,,,,REMOVE BUDGET (P),0%,610.4," 23,697,315 ", -   ," 23,697,315.4 ",-1,,0.4," 7,337 "," 20,817 ",Buried,,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,Need to remove from Budget,Permenant Budget Removal,REMOVE BUDGET (P),,,,0,,I240440,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240440,19/01/2024,Lahore,Al Jalil & Al khalil LHE,Central Park Housing-P2," 1,200 ", 480 ,,,,,,REMOVE BUDGET (P),0%,480," 16,799,038 ", -   ," 16,799,037.5 ",-0.85,,0.4," 5,179 "," 15,960 ",Buried,,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,Need to remove from Budget,Permenant Budget Removal,REMOVE BUDGET (P),,,,0,,I240440,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240440,19/01/2024,Lahore,Al Jalil & Al khalil LHE,Central Park Housing-P3," 1,206 ", 482 ,,,,,,REMOVE BUDGET (P),0%,482.4," 20,897,024 ", -   ," 20,897,024.0 ",-1,,0.4," 7,545 "," 19,718 ",Buried,,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,Need to remove from Budget,Permenant Budget Removal,REMOVE BUDGET (P),,1,,0,,I240440,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00439,29/12/2022,Multan,Multan Misc. Areas,Chah Hadi Wala, 384 , 192 , 66 , 5 , 10 , 51 ,,LIVE - 100% Completed,100%,192," 7,121,761 "," 1,068,264.2 "," 6,053,496.9 ",-1,,0.5," 2,319 "," 4,128 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00439,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250210,14/09/2024,Sargodha,Sargodha,"Chak 43 NB,Ali & Yousuf Park", 832 , 333 , 13 ,, 1 , 12 , Live ,LIVE - 100% Completed,100%,332.8," 5,852,374 "," 877,856.1 "," 4,974,518.0 ",-0.85,,0.4, 926 ," 5,301 ",Buried,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I250210,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00442,29/12/2022,Sahiwal,Sahiwal Misc Areas,Chak 89, 916 , 458 , 173 , 50 , 22 ,,,LIVE - 100% Completed,100%,458," 7,372,192 "," 1,105,828.8 "," 6,266,363.5 ",-1,,0.5," 1,822 "," 8,715 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00442,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I260061,No Initiation Date,Jhelum,Jhelum (P4),Chak Akka," 1,976 ", 790 ,,, Yes ,,,REMOVE BUDGET (P),0%,," 8,306,729 ", -   ,,,,, -   ," 21,462 ",Arial,100%,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,2km backhauling req. beside NHA /14km away from PoP/Need to Remove,Permenant Budget Removal,REMOVE BUDGET (P),,,,0,,#N/A,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I260061,No Initiation Date,Jhelum,Jhelum (P4),Chak Doulat, 154 , 62 ,,, Yes ,,,REMOVE BUDGET (P),0%,," 1,603,424 ", -   ,,,,0.4, 329 ," 2,199 ",Hybrid,100%,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,14.5km backhauling req.and distance from would be 22km/Need to Remove,Permenant Budget Removal,REMOVE BUDGET (P),,,,0,,#N/A,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I260061,No Initiation Date,Jhelum,Jhelum (P4),Chak Hafizan, 168 , 67 ,,, Yes ,,,REMOVE BUDGET (P),0%,," 1,785,087 ", -   ,,,,0.4, 419 ," 1,833 ",Hybrid,100%,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,14.5km backhauling req.and distance from would be 22km/Need to Remove,Permenant Budget Removal,REMOVE BUDGET (P),,,,0,,#N/A,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250205,12/09/2024,Jhelum,Jhelum Ph2,Chal Jamal, 312 , 125 ,,, Yes ,,,SWAPPED,0%,124.8," 5,688,153 ", -   ," 5,688,153.0 ",-1,,0.4," 1,657 "," 5,094 ",Hybrid,,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,"Swapped by Gharmala, Gharmala Monan & Chittan",Swap Cases,SWAPPED,,,"Gharmala, Gharmala Monan & Chittan"," 5,811,629 ",628,I250205,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Qazipura_Qadirabad Srndg Area, 806 , 363 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,362.7," 7,316,177 "," 7,316,177.1 ",,,,0.45," 1,369 "," 6,516 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
I240705,15/05/2024,Karachi,Karachi Ph5,Chandni Chowk," 1,390 ", 556 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,556," 9,944,759 "," 9,944,758.6 ", -   ,-1,,0.4, 600 ," 3,108 ",Arial,0%,NOT LIVE,,0%,0,Mar-26,31,32,-16 , Yet to Start ,46113,Apr-2026,Permission Issue,Not Live - Permission Issues,NOT LIVE - RETAIN BUDGET,1,,,,,I240705,Apr-26,,,,,,,,,,,,,,,,,,,,,,
INT-23-00447,29/12/2022,Peshawar,Peshawar Misc Areas,Charkhana P01," 4,508 "," 2,254 ", 189 , 146 , 15 , 28 ," Akbar Colony,Usmania colony,Amin Colony,Shah Faisal Colony Street 1,Street 2,Ghari Arbab,Ghulam Haider colony, ",LIVE - 100% Completed,100%,2254," 35,531,410 "," 5,329,711.6 "," 30,201,698.8 ",-1,,0.5," 4,035 "," 47,920 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00447,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00447,29/12/2022,Peshawar,Peshawar Misc Areas,Charkhana P02," 2,780 "," 1,390 ", 472 , 397 , 21 , 54 ," Manakro,Malik Street,Zaid Street,Khalid street,Mouhalla Mushtaq abad,Umeed Abad no1,2,TV Colony ",LIVE - 100% Completed,100%,1390," 28,190,592 "," 4,228,588.8 "," 23,962,003.4 ",-1,,0.5," 3,888 "," 32,992 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00447,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00447,29/12/2022,Peshawar,Peshawar Misc Areas,Charkhana P03," 2,992 "," 1,496 ", 124 , 88 , 17 , 19 ," Riaz Shaheed Colony,Sher Ali Street,Haider lane,Rehman Street ",LIVE - 100% Completed,100%,1496," 29,088,931 "," 4,363,339.6 "," 24,725,591.2 ",-1,,0.5," 3,703 "," 33,365 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00447,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Sattellite Town, 512 , 230 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,230.4," 5,795,516 "," 5,795,516.4 ",,,,0.45," 1,143 "," 4,711 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
I250375,25/11/2024,Bahawalpur,Bahawalpur (P3),Cheema Town Ph-2, 700 , 280 ,, 17 , 28 , 166 ,,LIVE - 100% Completed,100%,280," 9,068,984 "," 1,360,347.6 "," 7,708,636.5 ",-0.765,,0.4," 1,833 "," 6,448 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I250375,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Shalimar_Al Hamra Town, 540 , 243 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,243," 4,715,245 "," 4,715,244.6 ",,,,0.45, 900 ," 4,371 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Sukheke Hafizabad Road," 2,214 ", 996 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,996.3," 12,064,839 "," 12,064,838.7 ",,,,0.45," 1,179 "," 15,636 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
I240438,09/01/2024,Lahore,Chinar Bagh Lahore,Chinar_Bagh_P01, 694 , 278 ,,,,,,LIVE - 100% Completed,100%,277.6," 14,738,550 "," 2,210,782.4 "," 12,527,767.1 ",-1,,0.4," 4,373 "," 11,558 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240438,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240438,09/01/2024,Lahore,Chinar Bagh Lahore,Chinar_Bagh_P02, 962 , 385 ,,,,,,LIVE - 100% Completed,100%,384.8," 14,712,946 "," 2,206,941.9 "," 12,506,004.2 ",-1,,0.4," 3,793 "," 12,191 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,1,,,,I240438,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240438,09/01/2024,Lahore,Chinar Bagh Lahore,Chinar_Bagh_P03, 898 , 359 ,,,,,,LIVE - 100% Completed,100%,359.2," 12,654,961 "," 1,898,244.1 "," 10,756,716.7 ",-1,,0.4," 3,340 "," 10,666 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,1,,,,I240438,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I260061,No Initiation Date,Jhelum,Jhelum (P4),Chitan, 294 , 118 , 29 , 1 ,, Yes ,,LIVE - 100% Completed,100%,," 4,559,365 "," 683,904.7 ",,,,0.4," 1,496 "," 3,537 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,#N/A,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240442,19/01/2024,Chitral,Chitral Ph1,Chitral City," 3,118 "," 1,247 ", 236 , 219 , 21 , 16 ,,LIVE - 50% Completed,50%,623.6," 88,240,637 "," 50,738,366.2 "," 37,502,270.7 ",0,,0.4," 23,265 "," 93,467 ",Hybrid,,LIVE,Hybrid,50%,0.5,Mar-26,122,123, 75 , In Progress ,3 Months,Jul-2026,,Live - As per Plan,LIVE - 50% Completed,1,,,,,I240442,Jul-26,,,,,,,,,,,,,,,,,,,,,,
I240678,16/05/2024,Sialkot,Sialkot,Christian Town & Muslim Town, 868 , 347 ,, 79 , 124 , 405 ,,LIVE - 100% Completed,100%,347.2," 10,976,793 "," 1,646,518.9 "," 9,330,273.8 ",-1,,0.4," 2,500 "," 8,034 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240678,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Sultan Residencia Park, 464 , 209 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,208.8," 6,438,507 "," 6,438,506.7 ",,,,0.45," 1,337 "," 5,844 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
I240678,16/05/2024,Sialkot,Sialkot,Circular Road, 628 , 251 ,, 12 , 19 , 143 ,,LIVE - 100% Completed,100%,251.2," 8,168,014 "," 1,225,202.1 "," 6,942,811.7 ",-1,,0.4," 1,601 "," 6,772 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240678,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250205,12/09/2024,Jhelum,Jhelum Ph2,Citi Housing Block D_E_F Extn.," 1,426 ", 570 ,,, Yes ,,,NOT LIVE - RETAIN BUDGET,0%,570.4," 58,088,988 "," 58,088,988.3 ", -   ,-0.85,,0.4," 36,757 "," 24,214 ",Buried,0%,NOT LIVE,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,Not Given By BUH,Feedback Awaited,Need to retain,Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,2,,,,,I250205,Feedback Awaited,,,,,,,,,,,,,,,,,,,,,,
I240682,16/05/2024,Faisalabad,Faisalabad Ph4,CITI Housing D Block, 524 , 210 ,, 32 , 21 , 154 , Occupancy : 350 ,LIVE - 100% Completed,100%,209.6," 15,950,173 "," 2,392,526.0 "," 13,557,647.2 ",-1,,0.4," 6,078 "," 10,171 ",Buried,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240682,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240678,16/05/2024,Sialkot,Sialkot,CITI Housing E_F_G," 1,894 ", 758 ,, 158 , 324 ," 1,324 ",,LIVE - 100% Completed,100%,757.6," 46,492,805 "," 6,973,920.8 "," 39,518,884.3 ",-1,,0.4," 20,382 "," 28,726 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240678,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240704,15/05/2024,Multan,Multan Ph3,Citi Housing Jinnah Block-P1," 2,128 ", 851 , - , - , - , - ,,LIVE - 100% Completed,100%,851.2," 43,696,980 "," 6,554,547.0 "," 37,142,432.8 ",-1,,0.4," 19,665 "," 17,976 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240704,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240704,15/05/2024,Multan,Multan Ph3,Citi Housing Jinnah Block-P2," 2,024 ", 810 , - , - , - , - ,,LIVE - 100% Completed,100%,809.6," 44,461,740 "," 6,669,261.0 "," 37,792,479.0 ",-1,,0.4," 19,960 "," 17,886 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240704,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00441,29/12/2022,Faisalabad,Faisalabad Misc Areas,CITI Housing PH-2_Main," 2,620 "," 1,310 ",, 48 , 75 , 419 , Occupancy : 1000 ,LIVE - 100% Completed,100%,1310," 60,760,834 "," 9,114,125.1 "," 51,646,708.7 ",-1,,0.5," 37,094 "," 29,769 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00441,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240678,16/05/2024,Sialkot,Sialkot,Citi Housing Sec-A_Sectn-1," 1,426 ", 570 ,, 113 , 264 , 993 ,,LIVE - 100% Completed,100%,570.4," 36,040,393 "," 5,406,058.9 "," 30,634,333.7 ",-1,,0.4," 15,161 "," 24,214 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240678,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00439,29/12/2022,Multan,Multan Misc. Areas,Citi Housing Sector A, 526 , 263 , - , - , - , - ,,LIVE - 100% Completed,100%,263," 13,287,927 "," 1,993,189.1 "," 11,294,738.2 ",-0.425,,0.5," 7,533 "," 6,396 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00439,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00439,29/12/2022,Multan,Multan Misc. Areas,Citi Housing Sector B," 1,082 ", 541 , - , - , - , - ,,LIVE - 100% Completed,100%,541," 24,670,022 "," 3,700,503.4 "," 20,969,519.1 ",-1,,0.5," 13,178 "," 10,997 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00439,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
INT-23-00439,29/12/2022,Multan,Multan Misc. Areas,Citi Housing Sector C," 1,274 ", 637 , - , - , - , - ,,LIVE - 100% Completed,100%,637," 24,448,471 "," 3,667,270.7 "," 20,781,200.6 ",-0.85,,0.5," 13,471 "," 11,414 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-23-00439,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240704,15/05/2024,Multan,Multan Ph3,Citi Housing Sector D," 1,256 ", 502 , - , - , - , - ,,LIVE - 100% Completed,100%,502.4," 29,894,274 "," 4,484,141.0 "," 25,410,132.6 ",-1,,0.4," 13,733 "," 12,353 ",Buried,15%,LIVE,Buried,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240704,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250377,25/11/2024,Peshawar,Peshawar (P2),City Side P01," 1,048 ", 419 , 145 , 131 , 10 , 4 ," Yakatoot ,Yakatoot Gate,Darakhshan Colony,Ganj Gate, ",NOT LIVE - RETAIN BUDGET,0%,419.2," 15,290,999 "," 15,290,998.9 ", -   ,-0.85,,0.4," 2,301 "," 11,483 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,122,123, 75 , Yet to Start ,4 Months,Jul-2026,Need to retain,Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,2,,,,,I250377,Jul-26,,,,,,,,,,,,,,,,,,,,,,
I250377,25/11/2024,Peshawar,Peshawar (P2),City Side P02, 976 , 390 , 159 , 124 , 16 , 19 ," Shaheen Muslim Town, ",LIVE - 100% Completed,100%,390.4," 16,459,433 "," 2,468,915.0 "," 13,990,518.2 ",-1,,0.4," 2,728 "," 11,589 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,Partial Active,Live - As per Plan,LIVE - 100% Completed,,,,,,I250377,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250377,25/11/2024,Peshawar,Peshawar (P2),City Side P03," 1,060 ", 424 , 219 , 178 , 19 , 22 ," Shaikh Abad street,1,2,3,4,5,6,7,8,Chairman Office ,Phandu Road,Al Sudais street, ",LIVE - 100% Completed,100%,424," 10,937,735 "," 1,640,660.2 "," 9,297,074.5 ",-0.85,,0.4," 1,186 "," 9,618 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I250377,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I240700,15/05/2024,Gujranwala,Gujranwala Ph3,Civil Line Area BOQ," 1,728 ", 691 ,,,,,,LIVE - 100% Completed,100%,691.2," 17,833,986 "," 2,675,097.8 "," 15,158,887.7 ",-1,,0.4," 2,220 "," 15,443 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,I240700,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
I250206,12/09/2024,Daska,Daska,Civil lines, 598 , 239 ,,,,, NOT ENERGISED AS YET ,NOT LIVE - RETAIN BUDGET,0%,239.2," 4,866,798 "," 4,866,797.8 ", -   ,-1,,0.4, 422 ," 6,339 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,31,32,-16 , Yet to Start ,46113,Apr-2026,Need to Retain,Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,1,,,,,I250206,Apr-26,,,,,,,,,,,,,,,,,,,,,,
INT-21-00315,30/12/2020,Gujranwala,Gujranwala Ph2,Civil Lines," 1,248 ", 499 ,,,,,,LIVE - 100% Completed,100%,499.2," 17,792,790 "," 2,668,918.5 "," 15,123,871.5 ",-1,,0.4," 9,120 "," 16,573 ",Hybrid,15%,LIVE,Hybrid,100%,1,Mar-26,None,Duration Doesn't Exsists, No ETA , Completed ,,Timeline not applicable,,Live - As per Plan,LIVE - 100% Completed,,,,,,INT-21-00315,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Hafizabad,Hafizabad,Sunny Garden, 580 , 261 ,,,,,,NOT LIVE - RETAIN BUDGET,0%,261," 15,393,935 "," 15,393,935.1 ",,,,0.45," 7,373 "," 5,931 ",Hybrid,0%,NOT LIVE,,0%,0,Mar-26,214,215, 167 , Yet to Start ,6 Months,Oct-2026,"These Projects have not been started yet, proceedings shall be done post eid",Not Live - Work to be initiated,NOT LIVE - RETAIN BUDGET,,,,,,#N/A,Oct-26,,,,,,,,,,,,,,,,,,,,,,
UI2560600,No Initiation Date,Feeders/Transportations,Hafizabad,Transportation, -   , -   ,,,,,,FEEDER ETC WORK - RETAIN BUDGET,0%,0," 6,360,000 "," 6,360,000.0 ",,,,, -   , -   ,,100%,,,0%,0,Mar-26,None,Duration Doesn't Exsists, No ETA , Yet to Start ,,Timeline not applicable,,Feeders/Trans,FEEDER ETC WORK - RETAIN BUDGET,,,,,,#N/A,Timeline not applicable,,,,,,,,,,,,,,,,,,,,,,
